customerID,gender,tenure,Contract,MonthlyCharges,TotalCharges,PaymentMethod,Churn
CUST100745,Female,21,,26.4,573.58,Electronic check,Yes
CUST100746,Male,36,Month-to-month,106.24,3823.22,Credit card,No
CUST100747,Male,19,,116.15,2219.55,Electronic check,No
CUST100748,Male,23,One year,44.67,1027.72,Credit card,No
CUST100749,Female,64,One year,65.01,4160.47,Bank transfer,No
CUST100750,Female,64,Two year,22.21,1438.66,Mailed check,No
CUST100751,Male,0,Month-to-month,84.07,15.6,Electronic check,No
CUST100752,Female,2,Month-to-month,61.39,134.21,Mailed check,No
CUST100753,Female,45,One year,47.01,2107.3,Mailed check,No
CUST100754,Female,54,Month-to-month,40.68,2198.52,Electronic check,No
CUST100755,Female,63,Two year,85.4,5369.16,Electronic check,Yes
CUST100756,Female,44,Two year,61.62,2709.04,Bank transfer,No
CUST100757,Male,25,One year,37.97,948.62,Credit card,No
CUST100758,Male,64,Two year,88.91,5703.51,Credit card,No
CUST100759,Male,23,Two year,76.51,1775.57,Mailed check,No
CUST100760,Female,34,One year,105.87,3596.16,Electronic check,No
CUST100761,Female,23,Two year,31.75,710.96,Bank transfer,No
CUST100762,Male,27,,98.57,2675.86,Bank transfer,No
CUST100763,Female,15,Two year,87.35,1297.22,Bank transfer,No
CUST100764,Male,58,Month-to-month,31.5,1831.88,Bank transfer,Yes
CUST100765,Male,53,One year,89.48,4723.44,Bank transfer,No
CUST100766,Male,15,One year,64.15,958.23,Credit card,No
CUST100767,Female,14,One year,114.5,1622.44,Credit card,No
CUST100768,Female,10,Month-to-month,34.16,325.63,Credit card,No
CUST100769,Male,64,,84.28,5390.87,,Yes
CUST100770,Male,67,One year,58.2,3891.69,Mailed check,Yes
CUST100771,Male,42,Month-to-month,115.68,4874.76,Bank transfer,No
CUST100772,Male,68,One year,53.0,3618.77,Electronic check,No
CUST100773,Female,12,Month-to-month,116.22,1384.15,Bank transfer,No
CUST100774,Female,9,Two year,110.15,974.6,Credit card,No
CUST100775,Male,40,Two year,47.04,1886.69,Electronic check,Yes
CUST100776,Male,49,One year,100.35,4910.6,Credit card,Yes
CUST100777,Female,70,Month-to-month,119.56,8376.08,Bank transfer,No
CUST100778,Female,58,Month-to-month,45.27,2606.94,Bank transfer,No
CUST100779,Male,38,Two year,63.68,2405.18,Mailed check,No
CUST100780,Male,2,Two year,72.02,151.49,Bank transfer,No
CUST100781,,6,Month-to-month,,285.43,Credit card,No
CUST100782,Female,48,Month-to-month,21.53,1047.74,Bank transfer,Yes
CUST100783,Female,25,Month-to-month,42.01,1032.59,Mailed check,No
CUST100784,Female,32,Month-to-month,48.19,,Mailed check,No
CUST100785,Male,47,Month-to-month,64.36,3044.86,Credit card,Yes
CUST100786,Male,1,Month-to-month,37.11,34.43,Electronic check,No
CUST100787,Female,70,One year,107.33,7521.22,Bank transfer,No
CUST100788,Female,31,Month-to-month,90.49,2792.5,Mailed check,No
CUST100789,Male,3,Two year,28.52,89.95,Bank transfer,No
CUST100790,Female,19,One year,85.01,1624.23,Bank transfer,No
CUST100791,Female,35,Month-to-month,85.37,2980.53,Electronic check,Yes
CUST100792,Male,31,Two year,115.62,3597.38,Mailed check,Yes
CUST100793,Female,27,One year,20.3,552.24,Bank transfer,Yes
CUST100794,Male,0,Two year,44.79,-4.44,Mailed check,No
CUST100795,Male,59,Month-to-month,112.78,6656.33,Credit card,Yes
CUST100796,Male,55,Month-to-month,113.21,6229.62,Credit card,No
CUST100797,Male,34,Month-to-month,92.06,3116.66,Bank transfer,Yes
CUST100798,Male,29,Month-to-month,96.58,2796.93,Mailed check,No
CUST100799,Male,53,One year,29.15,1538.69,Bank transfer,Yes
CUST100800,Male,35,One year,,2494.69,Mailed check,No
CUST100801,Female,54,Two year,43.16,2341.08,Mailed check,Yes
CUST100802,Male,57,Month-to-month,38.12,2172.14,Electronic check,No
CUST100803,Male,64,Two year,101.03,6483.53,Electronic check,No
CUST100804,Female,68,One year,33.5,2269.75,Electronic check,No
CUST100805,Female,50,Month-to-month,66.87,3340.13,Bank transfer,Yes
CUST100806,Female,21,Month-to-month,113.86,2402.54,Electronic check,Yes
CUST100807,Male,52,One year,38.58,2008.0,Electronic check,No
CUST100808,Female,35,One year,,4124.88,Credit card,No
CUST100809,Male,67,One year,119.43,7983.94,Mailed check,No
CUST100810,Male,35,One year,75.56,2640.54,Mailed check,No
CUST100811,Male,51,One year,37.01,1878.34,Electronic check,No
CUST100812,Male,52,Month-to-month,51.61,2703.69,Mailed check,No
CUST100813,Female,49,One year,62.45,3052.38,Credit card,No
CUST100814,Female,40,Month-to-month,50.93,2052.58,Credit card,No
CUST100815,Male,17,Month-to-month,48.06,824.07,Electronic check,Yes
CUST100816,Male,21,One year,117.22,2455.26,Credit card,No
CUST100817,Male,65,One year,,2298.84,Mailed check,Yes
CUST100818,Female,20,Month-to-month,,1880.22,Bank transfer,No
CUST100819,Male,43,One year,20.04,877.05,Mailed check,No
CUST100820,Male,46,One year,79.62,3648.94,Bank transfer,No
CUST100821,Female,38,One year,111.59,4234.0,Electronic check,No
CUST100822,Female,28,Two year,48.79,1359.53,Bank transfer,No
CUST100823,Male,53,Month-to-month,38.55,2024.83,Credit card,No
CUST100824,Female,16,Two year,85.17,1366.65,,No
CUST100825,Female,59,One year,91.26,5398.53,Bank transfer,Yes
CUST100826,Male,30,Two year,88.8,2659.26,,Yes
CUST100827,Female,48,One year,51.93,2502.24,Electronic check,No
CUST100828,Male,1,Two year,45.22,50.33,Electronic check,Yes
CUST100829,,47,One year,115.59,5427.76,Credit card,No
CUST100830,Male,13,Two year,112.33,1445.93,Electronic check,No
CUST100831,Male,58,Two year,65.73,3820.71,Bank transfer,No
CUST100832,Male,57,Two year,104.62,5977.52,Electronic check,No
CUST100833,Female,57,Month-to-month,,3725.54,Credit card,No
CUST100834,Male,50,,62.44,3102.72,Mailed check,No
CUST100835,Female,1,Month-to-month,35.68,24.33,Mailed check,No
CUST100836,Male,40,One year,62.64,2488.38,Electronic check,Yes
CUST100837,Male,15,Two year,73.74,1108.92,Bank transfer,No
CUST100838,Female,3,One year,22.25,77.01,Credit card,No
CUST100839,Male,11,One year,64.41,,Bank transfer,No
CUST100840,Male,28,Two year,98.14,2761.45,Credit card,No
CUST100841,Female,6,Month-to-month,88.0,530.22,Electronic check,No
CUST100842,Male,13,Two year,,1093.36,Credit card,No
CUST100843,Male,11,One year,,1239.42,Credit card,No
CUST100844,,4,One year,21.8,70.55,Electronic check,No
CUST100845,Male,31,Two year,75.7,2362.75,Bank transfer,Yes
CUST100846,Female,42,Month-to-month,98.73,4131.7,Electronic check,No
CUST100847,Female,68,Month-to-month,74.13,5036.56,Credit card,No
CUST100848,Male,44,One year,52.39,2319.22,Electronic check,Yes
CUST100849,Female,8,One year,33.63,285.29,Credit card,No
CUST100850,Male,48,Month-to-month,108.76,5220.73,Electronic check,Yes
CUST100851,Female,32,Two year,67.08,2150.32,Mailed check,No
CUST100852,Male,17,One year,107.81,1841.1,Mailed check,No
CUST100853,Male,8,Month-to-month,,642.03,,No
CUST100854,Male,61,One year,87.42,5317.48,Bank transfer,No
CUST100855,Male,56,Two year,100.43,5636.48,,Yes
CUST100856,Male,28,Month-to-month,85.92,2405.01,Mailed check,No
CUST100857,Male,24,One year,59.81,1433.46,Bank transfer,No
CUST100858,Female,14,Two year,71.36,996.0,Credit card,No
CUST100859,Male,5,One year,,501.87,Mailed check,No
CUST100860,Female,41,Two year,57.37,2369.97,Mailed check,No
CUST100861,Male,28,Two year,58.81,1648.61,Electronic check,No
CUST100862,Female,3,Month-to-month,29.57,106.84,Credit card,No
CUST100863,Female,56,Two year,111.46,6228.97,Bank transfer,No
CUST100864,Female,48,One year,29.1,1405.77,Bank transfer,Yes
CUST100865,Male,43,Two year,84.82,3659.75,Bank transfer,No
CUST100866,Male,13,Two year,61.32,804.33,Credit card,No
CUST100867,Female,2,Month-to-month,60.56,125.4,Bank transfer,Yes
CUST100868,Male,61,Two year,87.96,5368.15,Bank transfer,No
CUST100869,Female,63,Two year,26.71,1697.17,Bank transfer,No
CUST100870,Male,44,One year,79.37,3505.15,Electronic check,No
CUST100871,Female,57,Month-to-month,97.2,5525.29,Electronic check,No
CUST100872,Female,19,Month-to-month,102.82,1967.52,Credit card,Yes
CUST100873,Male,57,Month-to-month,37.05,2108.41,Credit card,No
CUST100874,Female,56,Two year,109.74,6135.59,Bank transfer,Yes
CUST100875,Male,67,Month-to-month,85.61,5750.66,Electronic check,No
CUST100876,Female,51,Two year,108.19,5514.97,Mailed check,No
CUST100877,Female,36,Two year,68.53,2479.41,Mailed check,No
CUST100878,Male,7,One year,74.2,509.94,Bank transfer,Yes
CUST100879,Male,43,One year,111.9,,Bank transfer,No
CUST100880,Male,4,One year,109.99,439.78,Electronic check,No
CUST100881,,68,One year,64.82,4391.77,Electronic check,No
CUST100882,Male,30,One year,47.44,1433.38,Electronic check,No
CUST100883,Female,44,Two year,59.32,,Credit card,Yes
CUST100884,Female,8,Two year,58.78,467.99,Credit card,No
CUST100885,Male,31,Month-to-month,48.69,1492.87,Bank transfer,No
CUST100886,Male,32,,46.86,1490.99,Credit card,No
CUST100887,Female,66,,106.11,7014.52,Electronic check,No
CUST100888,Female,29,One year,26.99,768.77,Electronic check,No
CUST100889,Male,28,Two year,87.76,2463.17,Credit card,No
CUST100890,Male,2,One year,37.28,91.26,Mailed check,No
CUST100891,Male,56,Month-to-month,54.45,3056.39,Bank transfer,Yes
CUST100892,Male,29,Month-to-month,26.15,770.79,Mailed check,Yes
CUST100893,Male,8,Two year,47.0,360.36,Bank transfer,No
CUST100894,Female,25,Month-to-month,96.84,2411.03,Mailed check,Yes
CUST100895,Female,1,Two year,108.5,124.28,Credit card,No
CUST100896,Female,61,Month-to-month,,2579.75,Bank transfer,No
CUST100897,Female,2,One year,66.35,138.28,Bank transfer,No
CUST100898,Male,45,One year,67.03,3022.9,Bank transfer,No
CUST100899,Male,67,One year,107.36,7189.69,Electronic check,No
CUST100900,Male,24,One year,96.28,2292.5,Electronic check,Yes
CUST100901,Female,50,Two year,71.31,3576.88,Mailed check,No
CUST100902,Female,12,Month-to-month,87.07,1051.99,Credit card,Yes
CUST100903,Male,43,Two year,104.74,4502.73,Electronic check,No
CUST100904,,34,One year,20.95,728.29,Bank transfer,No
CUST100905,Female,54,Two year,60.29,3249.11,Electronic check,No
CUST100906,Female,8,Month-to-month,110.72,877.53,Credit card,No
CUST100907,Male,1,Two year,94.03,108.94,Electronic check,No
CUST100908,Male,60,Month-to-month,74.28,4468.68,Bank transfer,No
CUST100909,Female,40,Two year,72.96,2919.0,Mailed check,No
CUST100910,Male,43,Month-to-month,54.78,2340.77,Bank transfer,No
CUST100911,Male,63,Month-to-month,72.05,4527.75,Credit card,No
CUST100912,Male,30,One year,85.54,2572.45,Mailed check,No
CUST100913,Female,46,Month-to-month,61.84,2840.04,Electronic check,Yes
CUST100914,Female,1,One year,91.42,104.88,Electronic check,Yes
CUST100915,Female,68,One year,106.12,7234.16,Electronic check,Yes
CUST100916,Female,57,One year,35.47,2034.02,,No
CUST100917,Female,43,Two year,65.15,2796.55,Bank transfer,No
CUST100918,Female,55,Two year,60.8,3355.55,Mailed check,No
CUST100919,Female,42,Two year,88.75,3721.56,Mailed check,No
CUST100920,Male,33,Two year,44.99,1471.35,Credit card,No
CUST100921,Male,29,Month-to-month,84.03,2418.21,Mailed check,No
CUST100922,Male,70,Month-to-month,107.75,7537.93,Electronic check,No
CUST100923,Male,69,Two year,61.81,4281.03,Bank transfer,No
CUST100924,Male,54,Month-to-month,111.1,5988.96,Bank transfer,No
CUST100925,Male,66,Month-to-month,119.32,7863.38,Bank transfer,No
CUST100926,Male,12,One year,30.61,386.11,Electronic check,No
CUST100927,Female,2,One year,43.31,67.62,Electronic check,No
CUST100928,Female,25,One year,115.04,2887.43,Electronic check,No
CUST100929,Male,56,One year,115.83,6479.33,Electronic check,Yes
CUST100930,Male,23,Month-to-month,29.77,666.21,Electronic check,No
CUST100931,Female,52,Two year,21.5,,Mailed check,No
CUST100932,Male,69,,36.11,2477.18,Electronic check,No
CUST100933,Male,42,Month-to-month,119.6,5025.27,Electronic check,No
CUST100934,Female,59,Month-to-month,38.0,2232.96,Electronic check,No
CUST100935,Male,57,,70.25,3986.86,Electronic check,No
CUST100936,Female,48,,104.84,,Bank transfer,No
CUST100937,Male,41,One year,22.04,888.26,Electronic check,No
CUST100938,Female,65,Two year,80.45,5212.1,Mailed check,No
CUST100939,Female,10,Month-to-month,47.7,487.42,Mailed check,No
CUST100940,Female,17,Two year,106.23,1805.33,Mailed check,No
CUST100941,,51,One year,48.35,2459.57,Credit card,No
CUST100942,Female,45,Two year,88.68,3987.33,Bank transfer,Yes
CUST100943,Male,43,Month-to-month,87.42,3776.22,,No
CUST100944,,21,Month-to-month,42.15,901.58,Credit card,No
CUST100945,Male,52,One year,23.48,1229.59,Electronic check,Yes
CUST100946,Male,58,One year,60.92,3548.75,Credit card,No
CUST100947,Female,29,Two year,48.92,1411.47,Credit card,No
CUST100948,Female,7,One year,100.9,701.54,Mailed check,Yes
CUST100949,Male,56,One year,100.04,5606.79,Mailed check,No
CUST100950,Male,19,Month-to-month,65.7,1253.25,Credit card,No
CUST100951,Female,24,One year,80.65,1934.87,Mailed check,No
CUST100952,Male,18,One year,80.43,1443.77,Credit card,No
CUST100953,Female,4,Month-to-month,102.72,430.33,Bank transfer,No
CUST100954,Male,71,Month-to-month,62.5,4450.34,Mailed check,No
CUST100955,Male,26,Two year,47.54,1233.44,Mailed check,No
CUST100956,Female,39,One year,46.5,1822.59,Mailed check,No
CUST100957,Male,25,Month-to-month,73.62,1831.28,Bank transfer,No
CUST100958,Female,26,Two year,64.91,1671.67,Credit card,No
CUST100959,Male,61,Two year,64.01,3898.71,Electronic check,No
CUST100960,Male,49,One year,29.11,1422.51,Mailed check,No
CUST100961,Male,41,One year,91.86,3746.92,Credit card,No
CUST100962,Female,28,Two year,41.37,1170.95,Bank transfer,No
CUST100963,Male,38,Month-to-month,39.7,1502.97,Electronic check,Yes
CUST100964,Male,59,Two year,61.28,3618.74,Mailed check,No
CUST100965,Male,40,One year,42.78,1694.16,Bank transfer,No
CUST100966,Male,32,Month-to-month,78.39,,Bank transfer,No
CUST100967,Female,15,Month-to-month,57.15,872.84,Electronic check,No
CUST100968,Female,22,Two year,64.89,1431.93,Credit card,No
CUST100969,Male,6,One year,73.72,460.33,Mailed check,No
CUST100970,Female,25,Two year,40.35,1028.7,Mailed check,No
CUST100971,Male,11,Two year,35.58,386.25,Credit card,Yes
CUST100972,Male,71,Two year,108.04,7662.79,Credit card,No
CUST100973,Male,4,Month-to-month,63.37,267.81,Credit card,No
CUST100974,Female,68,Month-to-month,61.21,4182.22,Electronic check,No
CUST100975,Female,48,One year,23.56,1136.07,Electronic check,No
CUST100976,Female,25,One year,69.8,1756.81,Mailed check,No
CUST100977,Female,4,Two year,75.42,312.95,Electronic check,Yes
CUST100978,Female,21,Two year,75.88,1587.69,Bank transfer,No
CUST100979,Female,12,Two year,90.7,1091.37,Mailed check,Yes
CUST100980,Female,27,One year,37.75,1032.57,Electronic check,No
CUST100981,Female,32,Month-to-month,45.22,1454.56,Credit card,No
CUST100982,Female,22,Month-to-month,101.07,2204.39,Bank transfer,No
CUST100983,Male,17,Two year,114.72,1943.71,Credit card,No
CUST100984,Female,29,Two year,33.59,959.89,Mailed check,No
CUST100985,Female,25,Two year,69.76,1733.32,Credit card,Yes
CUST100986,Female,15,Two year,41.42,637.52,Electronic check,No
CUST100987,Female,38,One year,26.01,,Electronic check,Yes
CUST100988,Female,32,Month-to-month,52.55,1670.39,Mailed check,Yes
CUST100989,Female,25,Two year,34.37,851.63,Credit card,Yes
CUST100990,Female,47,One year,,4281.21,,No
CUST100991,Female,64,Two year,73.37,4697.04,Credit card,No
CUST100992,Female,37,Two year,34.38,1260.79,Bank transfer,No
CUST100993,Female,1,Month-to-month,20.92,7.49,Electronic check,No
CUST100994,Female,5,Two year,100.82,493.57,Mailed check,Yes
CUST100995,Male,45,Month-to-month,37.62,1693.0,Bank transfer,No
CUST100996,Male,49,Month-to-month,80.62,3941.23,Bank transfer,Yes
CUST100997,Female,37,Month-to-month,53.69,2004.43,Mailed check,No
CUST100998,Female,17,One year,78.55,1333.9,Mailed check,Yes
CUST100999,Male,26,One year,51.57,1323.17,Bank transfer,No
CUST101000,Female,40,Month-to-month,28.69,1156.77,Credit card,No
CUST101001,Male,71,Two year,42.3,2996.45,Bank transfer,No
CUST101002,Male,16,Month-to-month,38.81,627.1,Mailed check,No
CUST101003,Male,61,Two year,62.8,3821.98,Bank transfer,No
CUST101004,Male,28,Month-to-month,85.83,2406.07,Credit card,Yes
CUST101005,Male,57,Two year,46.38,2654.55,Electronic check,No
CUST101006,Female,69,One year,21.21,1480.61,Electronic check,No
CUST101007,Male,21,Two year,71.89,1500.14,Bank transfer,Yes
CUST101008,Female,5,Month-to-month,80.58,396.29,Credit card,No
CUST101009,Female,25,One year,116.29,2905.82,Electronic check,Yes
CUST101010,Male,38,Two year,78.95,3017.19,Bank transfer,No
CUST101011,Male,11,Two year,67.12,754.38,Bank transfer,Yes
CUST101012,Female,13,Two year,77.34,989.02,Credit card,No
CUST101013,Male,21,Two year,112.79,2353.87,Mailed check,No
CUST101014,Male,50,Two year,102.84,5141.82,Bank transfer,Yes
CUST101015,Female,22,One year,52.3,1134.86,Mailed check,No
CUST101016,Female,47,One year,43.73,2049.13,Mailed check,No
CUST101017,Male,70,One year,46.26,3224.14,Electronic check,No
CUST101018,Female,49,One year,70.44,3457.0,Mailed check,No
CUST101019,Male,12,Month-to-month,94.4,1150.78,Credit card,No
CUST101020,Male,9,One year,70.32,652.75,Electronic check,No
CUST101021,Male,54,Two year,26.78,1441.13,Electronic check,Yes
CUST101022,Female,8,Two year,92.36,742.84,Electronic check,Yes
CUST101023,Female,51,One year,100.6,5144.85,,No
CUST101024,Female,1,Two year,48.95,33.65,Bank transfer,Yes
CUST101025,Female,24,One year,86.41,2081.42,Mailed check,No
CUST101026,Female,12,Two year,62.66,748.27,Electronic check,No
CUST101027,Male,50,Month-to-month,108.91,5433.75,Electronic check,No
CUST101028,Male,57,Month-to-month,104.52,5953.75,Credit card,Yes
CUST101029,Male,33,One year,72.54,2376.86,Mailed check,No
CUST101030,Male,34,One year,89.15,3038.92,Credit card,No
CUST101031,Female,2,One year,,206.77,Mailed check,Yes
CUST101032,Male,58,Two year,69.57,4027.52,Mailed check,No
CUST101033,Female,69,One year,51.33,3526.61,Bank transfer,No
CUST101034,Male,47,Month-to-month,95.37,4496.98,,Yes
CUST101035,Female,63,Two year,42.01,2646.37,Credit card,No
CUST101036,Female,18,One year,58.85,1062.19,Mailed check,Yes
CUST101037,Male,66,Two year,106.57,7036.4,Electronic check,No
CUST101038,Male,4,Two year,92.44,366.18,Bank transfer,No
CUST101039,Male,66,One year,60.38,3972.78,Electronic check,No
CUST101040,Male,10,Two year,41.47,424.51,Credit card,No
CUST101041,Female,67,Month-to-month,55.6,,Bank transfer,No
CUST101042,Male,68,Month-to-month,48.41,3276.03,Bank transfer,No
CUST101043,Male,0,Two year,37.61,8.41,Mailed check,No
CUST101044,Female,62,One year,94.33,5836.81,Credit card,Yes
CUST101045,Male,28,Two year,45.21,1258.15,Mailed check,Yes
CUST101046,Male,11,Month-to-month,65.42,718.63,Bank transfer,No
CUST101047,Male,40,Two year,58.59,2341.57,Credit card,No
CUST101048,Male,1,Two year,118.21,126.55,Bank transfer,Yes
CUST101049,Male,36,Month-to-month,59.11,2132.9,Credit card,Yes
CUST101050,Female,44,Two year,,1237.78,,No
CUST101051,Male,47,Two year,28.98,1370.62,Electronic check,No
CUST101052,Male,23,One year,79.08,1810.54,Electronic check,No
CUST101053,Male,21,One year,79.94,1671.63,Mailed check,No
CUST101054,Male,10,Month-to-month,61.88,616.32,Electronic check,No
CUST101055,Male,57,Month-to-month,63.18,3593.56,Bank transfer,No
CUST101056,Female,45,Month-to-month,25.39,1161.95,Bank transfer,No
CUST101057,Male,28,One year,71.65,2018.76,Electronic check,Yes
CUST101058,Female,34,Month-to-month,70.47,2382.57,Mailed check,No
CUST101059,Female,14,Month-to-month,34.95,469.52,Electronic check,No
CUST101060,Male,59,Month-to-month,30.38,1774.13,Credit card,No
CUST101061,Male,41,One year,32.36,1316.52,Credit card,Yes
CUST101062,Male,42,Two year,30.1,1248.77,Credit card,No
CUST101063,Male,48,,80.97,3887.89,Electronic check,Yes
CUST101064,Female,63,Two year,39.65,2512.27,Electronic check,Yes
CUST101065,Male,31,Month-to-month,45.14,1408.81,Electronic check,No
CUST101066,Male,63,Two year,37.36,2342.3,Credit card,No
CUST101067,Male,1,One year,115.78,,Mailed check,No
CUST101068,Male,23,One year,105.46,2425.9,Bank transfer,No
CUST101069,Male,65,Month-to-month,43.05,,Electronic check,No
CUST101070,Male,37,Two year,,1965.68,,No
CUST101071,Female,30,One year,40.99,1246.09,Bank transfer,No
CUST101072,Female,25,Month-to-month,69.19,1730.12,Bank transfer,Yes
CUST101073,Male,28,Month-to-month,21.96,622.65,Bank transfer,No
CUST101074,Male,66,One year,87.14,5735.71,Mailed check,No
CUST101075,Male,24,One year,72.32,1738.29,Mailed check,Yes
CUST101076,Female,47,Month-to-month,109.86,5153.37,Credit card,No
CUST101077,Male,64,Two year,36.44,2329.43,Mailed check,No
CUST101078,Female,52,Two year,100.41,5226.68,Mailed check,No
CUST101079,Male,66,Two year,99.2,6537.48,Mailed check,No
CUST101080,Male,17,Month-to-month,32.72,538.33,Bank transfer,No
CUST101081,Male,8,One year,59.86,459.29,Electronic check,Yes
CUST101082,Male,37,Month-to-month,37.02,1350.63,Credit card,Yes
CUST101083,Female,20,One year,45.47,889.73,Electronic check,No
CUST101084,Female,64,Two year,46.32,2948.89,Electronic check,No
CUST101085,Male,20,Two year,75.62,1501.98,Mailed check,No
CUST101086,Male,26,One year,61.14,1578.49,Credit card,No
CUST101087,Female,69,One year,114.77,7938.6,Electronic check,No
CUST101088,Female,43,Month-to-month,32.64,1395.76,Electronic check,No
CUST101089,Female,27,Two year,117.37,3154.09,Credit card,Yes
CUST101090,Female,44,Month-to-month,43.06,1896.46,Mailed check,Yes
CUST101091,Male,16,Month-to-month,97.29,1570.96,Electronic check,No
CUST101092,Female,39,Month-to-month,53.9,2109.22,Bank transfer,No
CUST101093,Male,2,Two year,34.31,60.46,Electronic check,No
CUST101094,Female,65,Month-to-month,105.79,6878.81,Bank transfer,No
CUST101095,Female,45,Month-to-month,50.89,2298.64,Mailed check,No
CUST101096,Female,29,Month-to-month,85.89,2499.93,Electronic check,No
CUST101097,Female,68,Month-to-month,76.64,5218.18,Credit card,No
CUST101098,Female,8,Month-to-month,67.18,552.27,Credit card,No
CUST101099,Male,10,Month-to-month,,710.6,Electronic check,No
CUST101100,Male,68,Two year,93.22,6342.12,Mailed check,No
CUST101101,Female,65,Month-to-month,28.78,1867.89,Mailed check,Yes
CUST101102,Female,30,One year,86.82,2610.26,Credit card,No
CUST101103,Male,32,Month-to-month,109.58,3519.29,Electronic check,No
CUST101104,Female,38,Month-to-month,25.78,959.87,Mailed check,No
CUST101105,Female,45,Two year,34.07,1552.83,Credit card,No
CUST101106,Male,36,Two year,91.66,3287.08,Bank transfer,No
CUST101107,Female,59,One year,63.73,3758.88,Electronic check,Yes
CUST101108,Female,30,One year,60.35,1825.38,Bank transfer,No
CUST101109,Male,10,Two year,33.7,326.0,Bank transfer,No
CUST101110,Male,1,Two year,70.68,69.75,Mailed check,Yes
CUST101111,Male,26,Month-to-month,32.65,834.2,Mailed check,No
CUST101112,Female,1,Two year,67.66,63.46,Mailed check,No
CUST101113,Male,20,One year,96.36,1914.29,Electronic check,No
CUST101114,Male,57,Month-to-month,45.83,2606.86,Bank transfer,No
CUST101115,Male,4,One year,68.08,267.26,Electronic check,No
CUST101116,Male,51,Month-to-month,119.2,6098.93,Mailed check,Yes
CUST101117,Male,44,Two year,88.67,3921.27,Bank transfer,Yes
CUST101118,Male,19,One year,104.14,1963.25,Electronic check,No
CUST101119,Female,60,Month-to-month,61.48,3697.84,Electronic check,No
CUST101120,Female,37,,96.79,3563.3,Credit card,No
CUST101121,Male,19,Two year,24.05,438.16,Electronic check,No
CUST101122,Male,24,Two year,32.29,759.17,Mailed check,No
CUST101123,Male,1,Two year,40.31,58.93,Electronic check,Yes
CUST101124,Female,31,One year,60.2,1883.83,Bank transfer,No
CUST101125,Female,25,Month-to-month,104.57,2602.01,Electronic check,No
CUST101126,Female,69,Two year,54.63,3755.94,Credit card,Yes
CUST101127,Female,40,One year,85.46,3408.02,Bank transfer,No
CUST101128,Female,66,One year,90.93,6002.0,Bank transfer,No
CUST101129,Female,0,One year,78.62,2.79,Credit card,No
CUST101130,Female,50,Two year,55.72,2774.86,Mailed check,No
CUST101131,Female,4,Two year,77.71,321.1,Bank transfer,Yes
CUST101132,Female,12,Month-to-month,54.23,643.14,Mailed check,No
CUST101133,Male,18,Month-to-month,28.39,527.91,Bank transfer,No
CUST101134,Male,11,Two year,119.28,1318.35,Bank transfer,Yes
CUST101135,Male,47,One year,32.72,1535.29,Mailed check,No
CUST101136,Male,24,One year,27.23,665.12,Bank transfer,No
CUST101137,Female,56,One year,107.85,6052.32,Mailed check,No
CUST101138,Female,34,,50.18,1697.74,Credit card,Yes
CUST101139,Male,4,One year,85.03,333.71,Mailed check,No
CUST101140,Female,21,Month-to-month,52.9,1128.34,Credit card,No
CUST101141,,56,Month-to-month,59.15,3298.99,Bank transfer,No
CUST101142,Female,46,One year,46.21,2107.35,Mailed check,No
CUST101143,Male,53,One year,54.3,2876.06,Bank transfer,No
CUST101144,Female,2,Two year,61.07,134.19,Mailed check,No
CUST101145,Female,52,Two year,92.04,4796.95,Credit card,No
CUST101146,Male,30,One year,71.15,2151.28,Credit card,No
CUST101147,Female,68,Month-to-month,114.36,7777.81,Mailed check,No
CUST101148,Male,32,Month-to-month,24.19,758.08,Credit card,No
CUST101149,Male,71,Month-to-month,70.31,4995.56,Bank transfer,No
CUST101150,Male,49,Month-to-month,78.42,3853.72,Bank transfer,No
CUST101151,Male,15,Month-to-month,112.02,1664.03,Electronic check,Yes
CUST101152,Female,38,Two year,24.92,933.87,Credit card,No
CUST101153,Female,45,One year,77.35,3461.24,Bank transfer,Yes
CUST101154,Female,46,Two year,105.36,4850.31,Mailed check,No
CUST101155,Male,43,Month-to-month,44.19,1915.64,Credit card,Yes
CUST101156,Female,8,Month-to-month,107.63,867.87,Bank transfer,No
CUST101157,Male,49,Month-to-month,21.9,1092.38,Credit card,No
CUST101158,Female,59,Month-to-month,93.25,5484.27,Mailed check,No
CUST101159,Female,14,One year,113.31,1602.46,Bank transfer,No
CUST101160,Female,35,Month-to-month,85.72,3012.76,Electronic check,No
CUST101161,Male,62,One year,63.9,3954.37,Electronic check,No
CUST101162,,68,Month-to-month,24.49,1684.26,Credit card,No
CUST101163,Female,40,,112.01,4471.92,Mailed check,No
CUST101164,Male,23,Two year,67.03,1557.26,Bank transfer,No
CUST101165,Female,48,Month-to-month,22.9,1114.43,Mailed check,No
CUST101166,Male,17,One year,88.98,1522.97,Bank transfer,Yes
CUST101167,Female,6,Two year,68.18,411.62,Credit card,No
CUST101168,,3,Month-to-month,32.43,82.09,Bank transfer,No
CUST101169,Male,68,Month-to-month,41.43,2818.52,Mailed check,No
CUST101170,Female,59,Month-to-month,26.45,1554.82,Mailed check,No
CUST101171,Male,54,One year,77.43,4192.91,Credit card,No
CUST101172,Male,15,One year,82.2,1243.33,Mailed check,No
CUST101173,Male,28,Two year,70.57,1992.38,Bank transfer,No
CUST101174,Male,22,One year,101.71,2218.21,Credit card,No
